Family,Genome,Source information,Accession,Date completed,Date updated,Genome length,Number of proteins,Host
Anelloviridae,Simian torque teno virus 32,isolate:VGA00154.2,NC_026664,03/18/2015,08/13/2018,3812 nt,4,"vertebrates, human"
Anelloviridae,Simian torque teno virus 33,isolate:VWP00522.11,NC_026764,04/04/2015,08/13/2018,3774 nt,4,"vertebrates, human"
Anelloviridae,Simian torque teno virus 34,isolate:VGA00120.1,NC_026765,04/04/2015,08/13/2018,3621 nt,4,"vertebrates, human"
Anelloviridae,Small anellovirus 1,-,NC_007013,05/21/2005,08/13/2018,2249 nt,3,"vertebrates, human"
Anelloviridae,Small anellovirus 2,-,NC_007014,05/21/2005,08/13/2018,2635 nt,5,"vertebrates, human"
Anelloviridae,TTV-like mini virus,isolate:TTMV_LY1,NC_020498,03/25/2013,08/13/2018,2912 nt,3,"vertebrates, human"
Anelloviridae,Torque teno Leptonychotes weddellii virus-1,isolate:TTLwV-1_gt2_wsp20,NC_035136,06/27/2017,08/13/2018,2119 nt,4,"vertebrates, human"
Anelloviridae,Torque teno Leptonychotes weddellii virus-2,isolate:TTLwV-2_gt3_wsp24,NC_035135,06/27/2017,08/13/2018,2105 nt,4,"vertebrates, human"
Anelloviridae,Torque teno Tadarida brasiliensis virus,-,NC_024908,09/23/2014,08/13/2018,2367 nt,3,vertebrates
Anelloviridae,Torque teno canis virus,isolate:Cf-TTV10,NC_014071,04/29/2010,08/13/2018,2797 nt,3,"vertebrates, human"
Anelloviridae,Torque teno douroucouli virus,isolate:At-TTV3,NC_014087,04/29/2010,08/13/2018,3718 nt,3,"vertebrates, human"
Anelloviridae,Torque teno equus virus 1,isolate:horse 1,NC_040668,02/12/2019,02/12/2019,2197 nt,4,"vertebrates, human"
Anelloviridae,Torque teno felis virus,isolate:Fc-TTV4,NC_014072,04/29/2010,08/13/2018,2064 nt,3,"vertebrates, human"
Anelloviridae,Torque teno felis virus 2,isolate:PRA1,NC_038349,08/24/2018,08/24/2018,2019 nt,3,"vertebrates, human"
Anelloviridae,Torque teno indri virus 1,isolate:bet12.15,NC_034978,06/13/2017,08/13/2018,2572 nt,3,"vertebrates, human"
Anelloviridae,Torque teno midi virus 1,isolate:MD1-032,NC_009225,03/27/2007,08/13/2018,3245 nt,4,"vertebrates, human"
Anelloviridae,Torque teno midi virus 10,isolate:MDJN14,NC_038357,08/24/2018,08/24/2018,3175 nt,4,"vertebrates, human"
Anelloviridae,Torque teno midi virus 11,isolate:MDJN47,NC_038358,08/24/2018,08/24/2018,3198 nt,4,"vertebrates, human"
Anelloviridae,Torque teno midi virus 12,isolate:MDJN51,NC_038359,08/24/2018,08/24/2018,3187 nt,4,"vertebrates, human"
Anelloviridae,Torque teno midi virus 13,isolate:MDJN69,NC_038360,08/24/2018,08/24/2018,3230 nt,4,"vertebrates, human"
Anelloviridae,Torque teno midi virus 14,isolate:MDJN97,NC_038361,08/24/2018,08/24/2018,3223 nt,4,"vertebrates, human"
Anelloviridae,Torque teno midi virus 15,isolate:Pt-TTMDV210,NC_038362,08/24/2018,08/24/2018,3257 nt,4,"vertebrates, human"
Anelloviridae,Torque teno midi virus 2,isolate:MD2-013,NC_014093,04/30/2010,08/13/2018,3253 nt,4,"vertebrates, human"
Anelloviridae,Torque teno midi virus 3,isolate:2PoSMA,NC_038350,08/24/2018,08/24/2018,2002 nt,2,"vertebrates, human"
Anelloviridae,Torque teno midi virus 4,isolate:6PoSMA,NC_038351,08/24/2018,08/24/2018,2454 nt,3,"vertebrates, human"
Anelloviridae,Torque teno midi virus 5,isolate:MDJHem2,NC_038352,08/24/2018,08/24/2018,3208 nt,4,"vertebrates, human"
Anelloviridae,Torque teno midi virus 6,isolate:MDJHem3-1,NC_038353,08/24/2018,08/24/2018,3198 nt,4,"vertebrates, human"
Anelloviridae,Torque teno midi virus 7,isolate:MDJHem3-2,NC_038354,08/24/2018,08/24/2018,3197 nt,4,"vertebrates, human"
Anelloviridae,Torque teno midi virus 8,isolate:MDJN1,NC_038355,08/24/2018,08/24/2018,3223 nt,4,"vertebrates, human"
Anelloviridae,Torque teno midi virus 9,isolate:MDJN2,NC_038356,08/24/2018,08/24/2018,3187 nt,4,"vertebrates, human"
Anelloviridae,Torque teno mini virus 1,isolate:TLMV-CBD279,NC_014097,04/30/2010,08/13/2018,2856 nt,3,"vertebrates, human"
Anelloviridae,Torque teno mini virus 10,isolate:LIL-y1,NC_038345,08/24/2018,08/24/2018,2887 nt,4,"vertebrates, human"
Anelloviridae,Torque teno mini virus 11,isolate:LIL-y2,NC_038346,08/24/2018,08/24/2018,2871 nt,3,"vertebrates, human"
Anelloviridae,Torque teno mini virus 12,isolate:LIL-y3,NC_038347,08/24/2018,08/24/2018,2912 nt,4,"vertebrates, human"
Anelloviridae,Torque teno mini virus 18,isolate:222,NC_030297,06/10/2016,08/13/2018,2803 nt,3,human
Anelloviridae,Torque teno mini virus 2,isolate:TLMV-NLC023,NC_014086,04/29/2010,08/13/2018,2765 nt,3,"vertebrates, human"
Anelloviridae,Torque teno mini virus 3,isolate:TLMV-NLC026,NC_014088,04/30/2010,08/13/2018,2897 nt,3,"vertebrates, human"
Anelloviridae,Torque teno mini virus 4,isolate:Pt-TTV8-II,NC_014090,04/30/2010,08/13/2018,2785 nt,2,"vertebrates, human"
Anelloviridae,Torque teno mini virus 5,isolate:TGP96,NC_014089,04/30/2010,08/13/2018,2908 nt,3,"vertebrates, human"
Anelloviridae,Torque teno mini virus 6,isolate:TLMV-CBD203,NC_014095,04/30/2010,08/13/2018,2897 nt,3,"vertebrates, human"
Anelloviridae,Torque teno mini virus 7,isolate:TLMV-CLC156,NC_014082,04/29/2010,08/13/2018,2952 nt,2,"vertebrates, human"
Anelloviridae,Torque teno mini virus 8,isolate:PB4TL,NC_014068,04/29/2010,08/13/2018,2910 nt,2,"vertebrates, human"
Anelloviridae,Torque teno mini virus 9,isolate:TLMV-CLC062,NC_002195,04/04/2000,08/13/2018,2915 nt,3,"vertebrates, human"
Anelloviridae,Torque teno mini virus ALA22,isolate:TTMV-ALA22,NC_025726,11/26/2014,08/13/2018,2914 nt,3,"vertebrates, human"
Anelloviridae,Torque teno mini virus ALH8,isolate:TTMV-ALH8,NC_025727,11/26/2014,08/13/2018,2855 nt,2,"vertebrates, human"
Anelloviridae,Torque teno sus virus 1a,isolate:Sd-TTV31,NC_014070,04/29/2010,08/13/2018,2878 nt,3,"vertebrates, human"
Anelloviridae,Torque teno sus virus 1b,isolate:1p,NC_027059,05/14/2015,08/13/2018,2872 nt,3,"vertebrates, human"
Anelloviridae,Torque teno sus virus k2a,isolate:2p,NC_014092,04/30/2010,08/13/2018,2735 nt,3,"vertebrates, human"
Anelloviridae,Torque teno sus virus k2b,isolate:38E23,NC_038363,08/24/2018,08/24/2018,2899 nt,4,"vertebrates, human"
Anelloviridae,Torque teno tamarin virus,isolate:So-TTV2,NC_014085,04/29/2010,08/13/2018,3371 nt,4,"vertebrates, human"
Anelloviridae,Torque teno tupaia virus,isolate:Tbc-TTV14,NC_038348,08/24/2018,08/24/2018,2199 nt,3,"vertebrates, human"
Anelloviridae,Torque teno virus,isolate:TTV-HD14a (gbDhDi33.32),NC_015783,07/06/2011,08/13/2018,3725 nt,-,"vertebrates, human"
Anelloviridae,Torque teno virus 1,isolate:VT416,NC_002076,03/13/1998,08/13/2018,3852 nt,3,"vertebrates, human"
Anelloviridae,Torque teno virus 10,isolate:JT34F,NC_014076,04/29/2010,08/13/2018,3770 nt,4,"vertebrates, human"
Anelloviridae,Torque teno virus 11,isolate:TCHN-D1,NC_038338,08/24/2018,08/24/2018,3193 nt,2,"vertebrates, human"
Anelloviridae,Torque teno virus 12,isolate:CT44F,NC_014075,04/29/2010,08/13/2018,3759 nt,4,"vertebrates, human"
Anelloviridae,Torque teno virus 13,isolate:TCHN-A,NC_038339,08/24/2018,08/24/2018,3312 nt,2,"vertebrates, human"
Anelloviridae,Torque teno virus 14,isolate:s-TTV CH65-1,NC_014077,04/29/2010,08/13/2018,3899 nt,2,"vertebrates, human"
Anelloviridae,Torque teno virus 15,isolate:TJN01,NC_014096,04/30/2010,08/13/2018,3787 nt,2,"vertebrates, human"
Anelloviridae,Torque teno virus 16,isolate:TUS01,NC_014091,04/30/2010,08/13/2018,3818 nt,2,"vertebrates, human"
Anelloviridae,Torque teno virus 17,-,NC_043413,09/16/2000,06/28/2019,3249 nt,-,"vertebrates, human"
Anelloviridae,Torque teno virus 18,-,NC_043414,09/16/2000,06/28/2019,3313 nt,-,"vertebrates, human"
Anelloviridae,Torque teno virus 19,isolate:TTV SANBAN,NC_014078,04/29/2010,08/13/2018,3808 nt,2,"vertebrates, human"
Anelloviridae,Torque teno virus 2,isolate:s-TTV CH71,NC_014480,09/08/2010,08/13/2018,3322 nt,2,"vertebrates, human"
Anelloviridae,Torque teno virus 20,-,NC_038340,08/24/2018,08/24/2018,3234 nt,4,"vertebrates, human"
Anelloviridae,Torque teno virus 21,isolate:TCHN-B,NC_038341,08/24/2018,08/24/2018,3153 nt,2,"vertebrates, human"
Anelloviridae,Torque teno virus 22,-,NC_043415,07/03/2001,06/28/2019,3847 nt,-,"vertebrates, human"
Anelloviridae,Torque teno virus 23,isolate:s-TTV CH65-2,NC_038342,08/24/2018,08/24/2018,3301 nt,2,"vertebrates, human"
Anelloviridae,Torque teno virus 24,-,NC_038343,08/24/2018,08/24/2018,3246 nt,4,"vertebrates, human"
Anelloviridae,Torque teno virus 25,isolate:Mf-TTV9,NC_014083,04/29/2010,08/13/2018,3763 nt,3,"vertebrates, human"
Anelloviridae,Torque teno virus 26,isolate:Mf-TTV3,NC_014079,04/29/2010,08/13/2018,3798 nt,3,"vertebrates, human"
Anelloviridae,Torque teno virus 27,isolate:CT23F,NC_014074,04/29/2010,08/13/2018,3729 nt,4,"vertebrates, human"
Anelloviridae,Torque teno virus 28,isolate:CT43F,NC_014073,04/29/2010,08/13/2018,3629 nt,4,"vertebrates, human"
Anelloviridae,Torque teno virus 29,isolate:TTVyon-KC009,NC_038344,08/24/2018,08/24/2018,3676 nt,3,"vertebrates, human"
Anelloviridae,Torque teno virus 3,strain:HEL32,NC_014081,04/29/2010,08/13/2018,3748 nt,6,"vertebrates, human"
Anelloviridae,Torque teno virus 4,isolate:Pt-TTV6,NC_014069,04/29/2010,08/13/2018,3690 nt,2,"vertebrates, human"
Anelloviridae,Torque teno virus 5,isolate:TCHN-C1,NC_038336,08/24/2018,08/24/2018,3229 nt,2,"vertebrates, human"
Anelloviridae,Torque teno virus 6,isolate:KAV,NC_014094,04/30/2010,08/13/2018,3705 nt,4,"vertebrates, human"
Anelloviridae,Torque teno virus 7,isolate:PMV,NC_014080,04/29/2010,08/13/2018,3736 nt,3,"vertebrates, human"
Anelloviridae,Torque teno virus 8,isolate:Kt-08F,NC_014084,04/29/2010,08/13/2018,3790 nt,4,"vertebrates, human"
Anelloviridae,Torque teno virus 9,isolate:BM1C,NC_038337,08/24/2018,08/24/2018,3064 nt,1,"vertebrates, human"
Anelloviridae,Torque teno zalophus virus 1,-,NC_012126,03/04/2009,08/13/2018,2140 nt,3,"vertebrates, human"
Ascoviridae,Diadromus pulchellus ascovirus 4a,-,NC_011335,10/02/2008,06/04/2019,119343 nt,119,invertebrates
Ascoviridae,Heliothis virescens ascovirus 3e,-,NC_009233,03/30/2007,08/13/2018,186262 nt,180,invertebrates
Ascoviridae,Spodoptera frugiperda ascovirus 1a,-,NC_008361,09/13/2006,08/13/2018,156922 nt,123,invertebrates
Ascoviridae,Trichoplusia ni ascovirus 2c,-,NC_008518,10/21/2006,08/13/2018,174059 nt,164,invertebrates
Asfarviridae,African swine fever virus,strain:BA71V,NC_001659,04/22/1995,08/13/2018,170101 nt,152,"vertebrates, invertebrates"
Bacilladnaviridae,Amphibola crenata associated bacilladnavirus 1,isolate:GaBacV1,NC_033746,02/16/2017,08/13/2018,4729 nt,4,
Bacilladnaviridae,Amphibola crenata associated bacilladnavirus 2,isolate:GaBacV2,NC_033741,02/16/2017,08/13/2018,4576 nt,4,
Bacilladnaviridae,Avon-Heathcote estuary associated bacilladnavirus,isolate:AHEaBavV1,NC_033744,02/16/2017,08/13/2018,4742 nt,5,
Bacilladnaviridae,Bacillariodnavirus LDMD-2013,-,NC_025707,11/25/2014,08/13/2018,5749 nt,4,algae
Bacilladnaviridae,Chaetoceros protobacilladnavirus 1,-,NC_007193,07/19/2005,08/13/2018,6000 nt,6,
Bacilladnaviridae,Chaetoceros protobacilladnavirus 3,strain:ClorDNAV01,NC_015211,03/18/2011,08/13/2018,5813 nt,3,
Bacilladnaviridae,Chaetoceros protobacilladnavirus 4,isolate:CtenDNAV06,NC_014748,12/03/2010,08/13/2018,5639 nt,3,
Bacilladnaviridae,Chaetoceros setoense DNA virus,-,NC_043432,06/28/2019,06/28/2019,5836 nt,-,
Bacilladnaviridae,Chaetoceros sp. DNA virus 7,isolate:Csp07DNAV,NC_023441,02/13/2014,08/13/2018,5552 nt,3,algae
Baculoviridae,Adoxophyes honmai nucleopolyhedrovirus,strain:ADN001,NC_004690,04/05/2003,08/13/2018,113220 nt,125,invertebrates
Baculoviridae,Adoxophyes orana granulovirus,-,NC_005038,07/15/2003,08/13/2018,99657 nt,119,invertebrates
Baculoviridae,Adoxophyes orana nucleopolyhedrovirus,isolate:English,NC_011423,10/28/2008,08/13/2018,111724 nt,121,invertebrates
Baculoviridae,Agrotis ipsilon multiple nucleopolyhedrovirus,strain:Illinois,NC_011345,10/08/2008,08/13/2018,155122 nt,163,invertebrates
Baculoviridae,Agrotis segetum granulovirus,strain:DA,NC_039213,08/24/2018,08/24/2018,131557 nt,152,invertebrates
Baculoviridae,Agrotis segetum nucleopolyhedrovirus A,-,NC_007921,03/27/2006,08/13/2018,147544 nt,153,invertebrates
Baculoviridae,Agrotis segetum nucleopolyhedrovirus B,isolate:English,NC_025960,12/23/2014,08/13/2018,148981 nt,150,invertebrates
Baculoviridae,Antheraea pernyi nucleopolyhedrovirus,strain:Liaoning,NC_008035,05/16/2006,08/13/2018,126629 nt,147,invertebrates
Baculoviridae,Anticarsia gemmatalis multiple nucleopolyhedrovirus,isolate:AgMNPV-37,NC_031761,11/10/2016,08/13/2018,131855 nt,156,invertebrates
Baculoviridae,Anticarsia gemmatalis nucleopolyhedrovirus,isolate:AgMNPV-2D,NC_008520,10/21/2006,08/13/2018,132239 nt,158,invertebrates
Baculoviridae,Apocheima cinerarium nucleopolyhedrovirus,-,NC_018504,08/28/2012,08/13/2018,123876 nt,117,invertebrates
Baculoviridae,Artogeia rapae granulovirus,isolate:Wuhan,NC_013797,02/11/2010,08/13/2018,108592 nt,120,invertebrates
Baculoviridae,Autographa californica nucleopolyhedrovirus,-,NC_001623,07/16/1994,08/13/2018,133894 nt,156,invertebrates
Baculoviridae,Bombyx mori nucleopolyhedrovirus,isolate:T3,NC_001962,01/18/1996,08/13/2018,128413 nt,143,invertebrates
Baculoviridae,Buzura suppressaria nucleopolyhedrovirus,isolate:Hubei,NC_023442,02/13/2014,08/13/2018,120420 nt,127,invertebrates
Baculoviridae,Catopsilia pomona nucleopolyhedrovirus,isolate:416,NC_030240,05/31/2016,08/13/2018,128058 nt,130,invertebrates
Baculoviridae,Choristoneura fumiferana DEF multiple nucleopolyhedrovirus,-,NC_005137,10/11/2003,08/13/2018,131160 nt,149,invertebrates
Baculoviridae,Choristoneura fumiferana granulovirus,-,NC_008168,06/19/2006,08/13/2018,104710 nt,116,invertebrates
Baculoviridae,Choristoneura fumiferana multiple nucleopolyhedrovirus,-,NC_004778,05/06/2003,08/13/2018,129593 nt,146,invertebrates
Baculoviridae,Choristoneura murinana nucleopolyhedrovirus,strain:Darmstadt,NC_023177,01/05/2014,08/13/2018,124688 nt,147,invertebrates
Baculoviridae,Choristoneura rosaceana nucleopolyhedrovirus,isolate:NB_1,NC_021924,08/05/2013,08/13/2018,129052 nt,149,invertebrates
Baculoviridae,Chrysodeixis chalcites nucleopolyhedrovirus,-,NC_007151,06/29/2005,08/13/2018,149622 nt,151,invertebrates
Baculoviridae,Clanis bilineata nucleopolyhedrovirus,isolate:DZ1,NC_008293,08/24/2006,08/13/2018,135454 nt,129,invertebrates
Baculoviridae,Clostera anachoreta granulovirus,isolate:ClanGV-HBHN,NC_015398,05/27/2011,08/13/2018,101487 nt,123,invertebrates
Baculoviridae,Clostera anastomosis granulovirus B,strain:ClasGV-B,NC_038371,08/24/2018,08/24/2018,107439 nt,123,invertebrates
Baculoviridae,Clostera anastomosis granulovirus Henan,isolate:CaLGV-Henan,NC_022646,11/04/2013,08/13/2018,101818 nt,122,invertebrates
Baculoviridae,Cnaphalocrocis medinalis granulovirus,strain:Enping,NC_029304,02/22/2016,08/13/2018,111246 nt,118,invertebrates
Baculoviridae,Condylorrhiza vestigialis MNPV,-,NC_026430,02/06/2015,08/13/2018,125767 nt,138,invertebrates
Baculoviridae,Cryptophlebia leucotreta granulovirus,isolate:CV3,NC_005068,08/13/2003,08/13/2018,110907 nt,128,invertebrates
Baculoviridae,Culex nigripalpus nucleopolyhedrovirus,isolate:Florida1997,NC_003084,08/22/2001,08/13/2018,108252 nt,109,invertebrates
Baculoviridae,Cydia pomonella granulovirus,strain:Mexican 1,NC_002816,04/02/2001,08/13/2018,123500 nt,143,invertebrates
Baculoviridae,Diatraea saccharalis granulovirus,strain:Parana-2009; isolate:DisaGV-Parana-2009,NC_028491,12/03/2015,08/13/2018,98392 nt,125,invertebrates
Baculoviridae,Ectropis obliqua nucleopolyhedrovirus,strain:A1,NC_008586,11/21/2006,08/13/2018,131204 nt,126,invertebrates
Baculoviridae,Epinotia aporema granulovirus,-,NC_018875,10/18/2012,08/13/2018,119082 nt,132,invertebrates
Baculoviridae,Epiphyas postvittana nucleopolyhedrovirus,-,NC_003083,08/19/2001,08/13/2018,118584 nt,136,invertebrates
Baculoviridae,Erinnyis ello granulovirus,isolate:S86,NC_025257,10/16/2014,08/13/2018,102759 nt,130,invertebrates
Baculoviridae,Euproctis pseudoconspersa nucleopolyhedrovirus,strain:Hangzhou,NC_012639,04/30/2009,08/13/2018,141291 nt,139,invertebrates
Baculoviridae,Harrisina brillians granulovirus,-,NC_038372,08/24/2018,08/24/2018,1241 nt,3,invertebrates
Baculoviridae,Helicoverpa armigera granulovirus,-,NC_010240,01/09/2008,08/13/2018,169794 nt,179,invertebrates
Baculoviridae,Helicoverpa armigera nucleopolyhedrovirus,isolate:C1,NC_003094,08/31/2001,08/13/2018,130759 nt,137,invertebrates
Baculoviridae,Helicoverpa armigera nucleopolyhedrovirus G4,-,NC_002654,01/25/2001,08/29/2018,131405 nt,135,invertebrates
Baculoviridae,Hemileuca sp. nucleopolyhedrovirus,-,NC_021923,08/06/2013,08/13/2018,140633 nt,137,invertebrates
Baculoviridae,Hyphantria cunea nucleopolyhedrovirus,-,NC_007767,02/02/2006,08/13/2018,132959 nt,148,invertebrates
Baculoviridae,Lacanobia oleracea granulovirus,substrain:LOGV-S1; isolate:Scottish,NC_038868,09/25/1996,08/24/2018,2108 nt,1,invertebrates
Baculoviridae,Lambdina fiscellaria nucleopolyhedrovirus,isolate:GR15,NC_026922,04/28/2015,08/13/2018,157977 nt,137,invertebrates
Baculoviridae,Leucania separata nucleopolyhedrovirus,strain:AH1,NC_008348,09/16/2006,08/13/2018,168041 nt,169,invertebrates
Baculoviridae,Lonomia obliqua multiple nucleopolyhedrovirus,isolate:SP/2000,NC_043520,06/28/2019,06/28/2019,120023 nt,134,invertebrates
Baculoviridae,Lymantria dispar multiple nucleopolyhedrovirus,-,NC_001973,11/03/1998,08/13/2018,161046 nt,164,invertebrates
Baculoviridae,Lymantria xylina nucleopolyhedrovirus,isolate:LyxyMNPV-5,NC_013953,03/29/2010,08/13/2018,156344 nt,157,invertebrates
Baculoviridae,Malacosoma neustria nucleopolyhedrovirus,isolate:ManeNPV-T2,NC_040606,02/12/2019,02/12/2019,130202 nt,131,invertebrates
Baculoviridae,Mamestra brassicae multiple nucleopolyhedrovirus,strain:K1,NC_023681,03/11/2014,08/13/2018,152710 nt,159,invertebrates
Baculoviridae,Mamestra configurata nucleopolyhedrovirus A,strain:90/2,NC_003529,03/29/1997,08/13/2018,155060 nt,169,invertebrates
Baculoviridae,Mamestra configurata nucleopolyhedrovirus B,-,NC_004117,08/25/2002,08/13/2018,158482 nt,168,invertebrates
Baculoviridae,Maruca vitrata nucleopolyhedrovirus,-,NC_008725,12/27/2006,08/13/2018,111953 nt,126,invertebrates
Baculoviridae,Mocis latipes granulovirus,isolate:Southern Brazil,NC_029996,04/29/2016,08/13/2018,134272 nt,145,invertebrates
Baculoviridae,Mythimna unipuncta granulovirus B,isolate:MyunGV#8,NC_033780,02/21/2017,02/23/2019,144673 nt,153,invertebrates
Baculoviridae,Mythimna unipuncta nucleopolyhedrovirus,strain:#7,NC_043530,06/28/2019,06/28/2019,148482 nt,158,invertebrates
Baculoviridae,Neodiprion abietis NPV,-,NC_008252,07/24/2006,08/13/2018,84264 nt,93,invertebrates
Baculoviridae,Neodiprion lecontei nucleopolyhedrovirus,-,NC_005906,06/17/2004,08/13/2018,81755 nt,89,invertebrates
Baculoviridae,Neodiprion sertifer nucleopolyhedrovirus,-,NC_005905,06/17/2004,08/13/2018,86462 nt,90,invertebrates
Baculoviridae,Operophtera brumata nucleopolyhedrovirus,isolate:OpbuNPV-MA,NC_040621,02/12/2019,02/12/2019,119054 nt,130,invertebrates
Baculoviridae,Orgyia leucostigma nucleopolyhedrovirus,isolate:CFS-77,NC_010276,01/18/2008,08/13/2018,156179 nt,135,invertebrates
Baculoviridae,Orgyia pseudotsugata multiple nucleopolyhedrovirus,-,NC_001875,03/27/1997,08/13/2018,131995 nt,152,invertebrates
Baculoviridae,Oxyplax ochracea nucleopolyhedrovirus,isolate:435,NC_043529,06/28/2019,06/28/2019,113971 nt,124,invertebrates
Baculoviridae,Peridroma alphabaculovirus,isolate:GR_167,NC_024625,08/06/2014,08/13/2018,151109 nt,139,invertebrates
Baculoviridae,Perigonia lusca single nucleopolyhedrovirus,-,NC_027923,10/07/2015,08/13/2018,132831 nt,145,invertebrates
Baculoviridae,Phthorimaea operculella granulovirus,-,NC_004062,07/01/2002,08/13/2018,119217 nt,130,invertebrates
Baculoviridae,Plodia interpunctella granulovirus,isolate:Cambridge,NC_032255,12/27/2016,08/13/2018,112536 nt,123,invertebrates
Baculoviridae,Plutella xylostella granulovirus,strain:K1,NC_002593,10/29/2000,08/13/2018,100999 nt,120,invertebrates
Baculoviridae,Pseudalatia unipuncta granulovirus,strain:Hawaiin,NC_013772,01/30/2010,08/13/2018,176677 nt,183,invertebrates
Baculoviridae,Pseudoplusia includens SNPV IE,-,NC_026268,01/31/2015,08/13/2018,139132 nt,141,invertebrates
Baculoviridae,Spodoptera exigua multiple nucleopolyhedrovirus,-,NC_002169,12/29/1999,08/13/2018,135611 nt,139,invertebrates
Baculoviridae,Spodoptera frugiperda granulovirus,isolate:VG008,NC_026511,02/26/2015,08/13/2018,140913 nt,146,invertebrates
Baculoviridae,Spodoptera frugiperda multiple nucleopolyhedrovirus,isolate:3AP2,NC_009011,02/16/2007,08/13/2018,131331 nt,143,invertebrates
Baculoviridae,Spodoptera littoralis nucleopolyhedrovirus,isolate:AN1956,NC_038369,08/24/2018,08/25/2018,137998 nt,132,invertebrates
Baculoviridae,Spodoptera litura granulovirus,isolate:SlGV-K1,NC_009503,05/30/2007,08/13/2018,124121 nt,136,invertebrates
Baculoviridae,Spodoptera litura nucleopolyhedrovirus,strain:G2,NC_003102,09/11/2001,08/13/2018,139342 nt,141,invertebrates
Baculoviridae,Spodoptera litura nucleopolyhedrovirus II,-,NC_011616,12/01/2008,08/13/2018,148634 nt,147,invertebrates
Baculoviridae,Sucra jujuba nucleopolyhedrovirus,isolate:473,NC_028636,12/08/2015,08/13/2018,135952 nt,131,invertebrates
Baculoviridae,Thysanoplusia orichalcea nucleopolyhedrovirus,isolate:p2,NC_019945,01/02/2013,08/13/2018,132978 nt,145,invertebrates
